productId,productName,price,Category,Member_number,Date,items,Total_Revenue,month,weekday
1,tropical fruit,7.8,Fresh Food,3960,2015-03-25,1,7.8,3,Wednesday
1,tropical fruit,7.8,Fresh Food,4723,2015-05-22,2,15.6,5,Friday
1,tropical fruit,7.8,Fresh Food,1483,2015-04-01,3,23.4,4,Wednesday
1,tropical fruit,7.8,Fresh Food,2694,2015-11-21,3,23.4,11,Saturday
1,tropical fruit,7.8,Fresh Food,3806,2015-08-28,3,23.4,8,Friday
1,tropical fruit,7.8,Fresh Food,1962,2015-06-08,1,7.8,6,Monday
1,tropical fruit,7.8,Fresh Food,3900,2015-12-20,3,23.4,12,Sunday
1,tropical fruit,7.8,Fresh Food,4704,2015-08-21,2,15.6,8,Friday
1,tropical fruit,7.8,Fresh Food,1737,2015-05-15,3,23.4,5,Friday
1,tropical fruit,7.8,Fresh Food,4191,2015-11-03,2,15.6,11,Tuesday
1,tropical fruit,7.8,Fresh Food,1722,2015-07-13,1,7.8,7,Monday
1,tropical fruit,7.8,Fresh Food,1438,2015-10-19,3,23.4,10,Monday
1,tropical fruit,7.8,Fresh Food,2751,2015-02-03,3,23.4,2,Tuesday
1,tropical fruit,7.8,Fresh Food,3188,2015-12-06,1,7.8,12,Sunday
1,tropical fruit,7.8,Fresh Food,2785,2015-10-18,2,15.6,10,Sunday
1,tropical fruit,7.8,Fresh Food,2648,2015-07-10,1,7.8,7,Friday
1,tropical fruit,7.8,Fresh Food,4975,2015-05-08,3,23.4,5,Friday
1,tropical fruit,7.8,Fresh Food,1245,2015-10-08,2,15.6,10,Thursday
1,tropical fruit,7.8,Fresh Food,3829,2015-06-25,3,23.4,6,Thursday
1,tropical fruit,7.8,Fresh Food,2049,2015-10-07,1,7.8,10,Wednesday
1,tropical fruit,7.8,Fresh Food,2355,2015-07-24,2,15.6,7,Friday
1,tropical fruit,7.8,Fresh Food,2844,2015-05-21,1,7.8,5,Thursday
1,tropical fruit,7.8,Fresh Food,2280,2015-01-11,1,7.8,1,Sunday
1,tropical fruit,7.8,Fresh Food,1930,2015-03-01,3,23.4,3,Sunday
1,tropical fruit,7.8,Fresh Food,1518,2015-06-21,3,23.4,6,Sunday
1,tropical fruit,7.8,Fresh Food,3204,2015-02-20,1,7.8,2,Friday
1,tropical fruit,7.8,Fresh Food,2009,2015-10-11,1,7.8,10,Sunday
1,tropical fruit,7.8,Fresh Food,3574,2015-06-13,2,15.6,6,Saturday
1,tropical fruit,7.8,Fresh Food,4321,2015-01-29,3,23.4,1,Thursday
1,tropical fruit,7.8,Fresh Food,4056,2015-10-20,3,23.4,10,Tuesday
1,tropical fruit,7.8,Fresh Food,1850,2015-01-11,3,23.4,1,Sunday
1,tropical fruit,7.8,Fresh Food,4719,2015-06-01,2,15.6,6,Monday
1,tropical fruit,7.8,Fresh Food,2643,2015-04-21,3,23.4,4,Tuesday
1,tropical fruit,7.8,Fresh Food,3289,2015-03-01,3,23.4,3,Sunday
1,tropical fruit,7.8,Fresh Food,2346,2015-04-24,1,7.8,4,Friday
1,tropical fruit,7.8,Fresh Food,4536,2015-04-06,1,7.8,4,Monday
1,tropical fruit,7.8,Fresh Food,3451,2015-04-26,1,7.8,4,Sunday
1,tropical fruit,7.8,Fresh Food,4201,2015-10-14,3,23.4,10,Wednesday
1,tropical fruit,7.8,Fresh Food,3716,2015-11-10,3,23.4,11,Tuesday
1,tropical fruit,7.8,Fresh Food,3898,2015-08-21,3,23.4,8,Friday
1,tropical fruit,7.8,Fresh Food,1651,2015-05-06,3,23.4,5,Wednesday
1,tropical fruit,7.8,Fresh Food,3489,2015-03-09,1,7.8,3,Monday
1,tropical fruit,7.8,Fresh Food,1212,2015-06-19,2,15.6,6,Friday
1,tropical fruit,7.8,Fresh Food,2080,2015-04-21,1,7.8,4,Tuesday
1,tropical fruit,7.8,Fresh Food,3291,2015-08-02,3,23.4,8,Sunday
1,tropical fruit,7.8,Fresh Food,4932,2015-11-20,2,15.6,11,Friday
1,tropical fruit,7.8,Fresh Food,1044,2015-02-09,1,7.8,2,Monday
1,tropical fruit,7.8,Fresh Food,1145,2015-10-07,3,23.4,10,Wednesday
1,tropical fruit,7.8,Fresh Food,4958,2015-05-24,2,15.6,5,Sunday
1,tropical fruit,7.8,Fresh Food,1463,2015-09-28,1,7.8,9,Monday
1,tropical fruit,7.8,Fresh Food,4150,2015-08-26,3,23.4,8,Wednesday
1,tropical fruit,7.8,Fresh Food,1775,2015-10-11,1,7.8,10,Sunday
1,tropical fruit,7.8,Fresh Food,3879,2015-06-25,3,23.4,6,Thursday
1,tropical fruit,7.8,Fresh Food,4619,2015-05-27,3,23.4,5,Wednesday
1,tropical fruit,7.8,Fresh Food,1281,2015-02-11,3,23.4,2,Wednesday
1,tropical fruit,7.8,Fresh Food,2925,2015-08-22,3,23.4,8,Saturday
1,tropical fruit,7.8,Fresh Food,3031,2015-10-27,3,23.4,10,Tuesday
1,tropical fruit,7.8,Fresh Food,4312,2015-04-22,1,7.8,4,Wednesday
1,tropical fruit,7.8,Fresh Food,1982,2015-02-24,1,7.8,2,Tuesday
1,tropical fruit,7.8,Fresh Food,2249,2015-01-22,3,23.4,1,Thursday
1,tropical fruit,7.8,Fresh Food,1538,2015-11-30,2,15.6,11,Monday
1,tropical fruit,7.8,Fresh Food,4734,2015-11-22,3,23.4,11,Sunday
1,tropical fruit,7.8,Fresh Food,3443,2015-04-04,2,15.6,4,Saturday
1,tropical fruit,7.8,Fresh Food,3180,2015-05-04,3,23.4,5,Monday
1,tropical fruit,7.8,Fresh Food,4826,2015-01-25,3,23.4,1,Sunday
1,tropical fruit,7.8,Fresh Food,4567,2015-09-10,3,23.4,9,Thursday
1,tropical fruit,7.8,Fresh Food,4806,2015-11-24,2,15.6,11,Tuesday
1,tropical fruit,7.8,Fresh Food,1476,2015-03-29,3,23.4,3,Sunday
1,tropical fruit,7.8,Fresh Food,2216,2015-11-17,3,23.4,11,Tuesday
1,tropical fruit,7.8,Fresh Food,2955,2015-06-06,1,7.8,6,Saturday
1,tropical fruit,7.8,Fresh Food,1914,2015-01-21,2,15.6,1,Wednesday
1,tropical fruit,7.8,Fresh Food,2293,2015-12-19,3,23.4,12,Saturday
1,tropical fruit,7.8,Fresh Food,3868,2015-01-22,1,7.8,1,Thursday
1,tropical fruit,7.8,Fresh Food,4510,2015-04-05,2,15.6,4,Sunday
1,tropical fruit,7.8,Fresh Food,2893,2015-10-06,2,15.6,10,Tuesday
1,tropical fruit,7.8,Fresh Food,1651,2015-12-17,1,7.8,12,Thursday
1,tropical fruit,7.8,Fresh Food,3663,2015-11-07,1,7.8,11,Saturday
1,tropical fruit,7.8,Fresh Food,4214,2015-06-09,3,23.4,6,Tuesday
1,tropical fruit,7.8,Fresh Food,4461,2015-02-13,1,7.8,2,Friday
1,tropical fruit,7.8,Fresh Food,1366,2015-05-29,1,7.8,5,Friday
1,tropical fruit,7.8,Fresh Food,1792,2015-08-15,2,15.6,8,Saturday
1,tropical fruit,7.8,Fresh Food,2811,2015-02-23,3,23.4,2,Monday
1,tropical fruit,7.8,Fresh Food,4004,2015-05-10,2,15.6,5,Sunday
1,tropical fruit,7.8,Fresh Food,1934,2015-08-06,2,15.6,8,Thursday
1,tropical fruit,7.8,Fresh Food,1098,2015-08-05,2,15.6,8,Wednesday
1,tropical fruit,7.8,Fresh Food,3228,2015-01-26,2,15.6,1,Monday
1,tropical fruit,7.8,Fresh Food,2043,2015-04-21,3,23.4,4,Tuesday
1,tropical fruit,7.8,Fresh Food,4953,2015-10-10,1,7.8,10,Saturday
1,tropical fruit,7.8,Fresh Food,2944,2015-02-01,1,7.8,2,Sunday
1,tropical fruit,7.8,Fresh Food,2081,2015-01-22,3,23.4,1,Thursday
1,tropical fruit,7.8,Fresh Food,1934,2015-02-03,3,23.4,2,Tuesday
1,tropical fruit,7.8,Fresh Food,4686,2015-09-14,1,7.8,9,Monday
1,tropical fruit,7.8,Fresh Food,3788,2015-02-16,3,23.4,2,Monday
1,tropical fruit,7.8,Fresh Food,1136,2015-01-03,1,7.8,1,Saturday
1,tropical fruit,7.8,Fresh Food,1677,2015-12-09,3,23.4,12,Wednesday
1,tropical fruit,7.8,Fresh Food,3459,2015-01-23,1,7.8,1,Friday
1,tropical fruit,7.8,Fresh Food,1422,2015-01-01,2,15.6,1,Thursday
1,tropical fruit,7.8,Fresh Food,1542,2015-05-15,1,7.8,5,Friday
1,tropical fruit,7.8,Fresh Food,4990,2015-12-14,3,23.4,12,Monday
1,tropical fruit,7.8,Fresh Food,1451,2015-01-27,1,7.8,1,Tuesday
1,tropical fruit,7.8,Fresh Food,1524,2015-03-05,2,15.6,3,Thursday
1,tropical fruit,7.8,Fresh Food,3484,2015-05-15,3,23.4,5,Friday
1,tropical fruit,7.8,Fresh Food,3966,2015-01-11,1,7.8,1,Sunday
1,tropical fruit,7.8,Fresh Food,2023,2015-02-07,2,15.6,2,Saturday
1,tropical fruit,7.8,Fresh Food,4785,2015-04-04,2,15.6,4,Saturday
1,tropical fruit,7.8,Fresh Food,1012,2015-11-19,2,15.6,11,Thursday
1,tropical fruit,7.8,Fresh Food,3547,2015-10-21,3,23.4,10,Wednesday
1,tropical fruit,7.8,Fresh Food,2678,2015-03-20,1,7.8,3,Friday
1,tropical fruit,7.8,Fresh Food,3289,2015-08-09,2,15.6,8,Sunday
1,tropical fruit,7.8,Fresh Food,2061,2015-12-27,1,7.8,12,Sunday
1,tropical fruit,7.8,Fresh Food,4009,2015-07-14,1,7.8,7,Tuesday
1,tropical fruit,7.8,Fresh Food,4172,2015-02-18,1,7.8,2,Wednesday
1,tropical fruit,7.8,Fresh Food,2768,2015-01-01,2,15.6,1,Thursday
1,tropical fruit,7.8,Fresh Food,1696,2015-10-04,2,15.6,10,Sunday
1,tropical fruit,7.8,Fresh Food,4302,2015-03-08,2,15.6,3,Sunday
1,tropical fruit,7.8,Fresh Food,3614,2015-04-28,1,7.8,4,Tuesday
1,tropical fruit,7.8,Fresh Food,4936,2015-03-15,2,15.6,3,Sunday
1,tropical fruit,7.8,Fresh Food,4244,2015-10-31,2,15.6,10,Saturday
1,tropical fruit,7.8,Fresh Food,3562,2015-03-18,1,7.8,3,Wednesday
1,tropical fruit,7.8,Fresh Food,3315,2015-11-19,1,7.8,11,Thursday
1,tropical fruit,7.8,Fresh Food,2073,2015-05-14,3,23.4,5,Thursday
1,tropical fruit,7.8,Fresh Food,3749,2015-03-09,3,23.4,3,Monday
1,tropical fruit,7.8,Fresh Food,2078,2015-10-16,3,23.4,10,Friday
1,tropical fruit,7.8,Fresh Food,4505,2015-04-17,1,7.8,4,Friday
1,tropical fruit,7.8,Fresh Food,2190,2015-05-14,1,7.8,5,Thursday
1,tropical fruit,7.8,Fresh Food,4001,2015-06-21,2,15.6,6,Sunday
1,tropical fruit,7.8,Fresh Food,1939,2015-07-15,3,23.4,7,Wednesday
1,tropical fruit,7.8,Fresh Food,4296,2015-07-28,1,7.8,7,Tuesday
1,tropical fruit,7.8,Fresh Food,1927,2015-05-15,1,7.8,5,Friday
1,tropical fruit,7.8,Fresh Food,4756,2015-09-18,3,23.4,9,Friday
1,tropical fruit,7.8,Fresh Food,4935,2015-04-02,1,7.8,4,Thursday
1,tropical fruit,7.8,Fresh Food,2167,2015-10-18,2,15.6,10,Sunday
1,tropical fruit,7.8,Fresh Food,3045,2015-03-26,2,15.6,3,Thursday
1,tropical fruit,7.8,Fresh Food,2544,2015-01-20,1,7.8,1,Tuesday
1,tropical fruit,7.8,Fresh Food,2398,2015-01-08,1,7.8,1,Thursday
1,tropical fruit,7.8,Fresh Food,2807,2015-07-03,2,15.6,7,Friday
1,tropical fruit,7.8,Fresh Food,3346,2015-05-11,1,7.8,5,Monday
1,tropical fruit,7.8,Fresh Food,1081,2015-01-21,3,23.4,1,Wednesday
1,tropical fruit,7.8,Fresh Food,4228,2015-04-18,1,7.8,4,Saturday
1,tropical fruit,7.8,Fresh Food,3356,2015-05-23,1,7.8,5,Saturday
1,tropical fruit,7.8,Fresh Food,3054,2015-05-27,1,7.8,5,Wednesday
1,tropical fruit,7.8,Fresh Food,4555,2015-07-23,1,7.8,7,Thursday
1,tropical fruit,7.8,Fresh Food,2905,2015-10-22,3,23.4,10,Thursday
1,tropical fruit,7.8,Fresh Food,1838,2015-03-25,2,15.6,3,Wednesday
1,tropical fruit,7.8,Fresh Food,1051,2015-10-12,2,15.6,10,Monday
1,tropical fruit,7.8,Fresh Food,1564,2015-06-19,1,7.8,6,Friday
1,tropical fruit,7.8,Fresh Food,3593,2015-05-27,3,23.4,5,Wednesday
1,tropical fruit,7.8,Fresh Food,1876,2015-06-16,2,15.6,6,Tuesday
1,tropical fruit,7.8,Fresh Food,1062,2015-04-16,1,7.8,4,Thursday
1,tropical fruit,7.8,Fresh Food,2643,2015-12-01,1,7.8,12,Tuesday
1,tropical fruit,7.8,Fresh Food,3927,2015-09-03,3,23.4,9,Thursday
1,tropical fruit,7.8,Fresh Food,2255,2015-05-01,1,7.8,5,Friday
1,tropical fruit,7.8,Fresh Food,2487,2015-03-27,1,7.8,3,Friday
1,tropical fruit,7.8,Fresh Food,2321,2015-06-16,1,7.8,6,Tuesday
1,tropical fruit,7.8,Fresh Food,1406,2015-12-28,1,7.8,12,Monday
1,tropical fruit,7.8,Fresh Food,1008,2015-07-21,2,15.6,7,Tuesday
1,tropical fruit,7.8,Fresh Food,1777,2015-04-22,1,7.8,4,Wednesday
1,tropical fruit,7.8,Fresh Food,3959,2015-10-05,1,7.8,10,Monday
1,tropical fruit,7.8,Fresh Food,2580,2015-10-24,3,23.4,10,Saturday
1,tropical fruit,7.8,Fresh Food,4825,2015-06-09,1,7.8,6,Tuesday
1,tropical fruit,7.8,Fresh Food,3419,2015-07-25,2,15.6,7,Saturday
1,tropical fruit,7.8,Fresh Food,4773,2015-11-09,1,7.8,11,Monday
1,tropical fruit,7.8,Fresh Food,3250,2015-04-12,1,7.8,4,Sunday
1,tropical fruit,7.8,Fresh Food,4906,2015-09-16,2,15.6,9,Wednesday
1,tropical fruit,7.8,Fresh Food,4178,2015-11-13,1,7.8,11,Friday
1,tropical fruit,7.8,Fresh Food,1130,2015-01-15,2,15.6,1,Thursday
1,tropical fruit,7.8,Fresh Food,2716,2015-09-10,2,15.6,9,Thursday
1,tropical fruit,7.8,Fresh Food,4503,2015-12-19,1,7.8,12,Saturday
1,tropical fruit,7.8,Fresh Food,2745,2015-04-08,3,23.4,4,Wednesday
1,tropical fruit,7.8,Fresh Food,1002,2015-04-26,2,15.6,4,Sunday
1,tropical fruit,7.8,Fresh Food,2659,2015-06-15,1,7.8,6,Monday
1,tropical fruit,7.8,Fresh Food,1077,2015-09-12,1,7.8,9,Saturday
1,tropical fruit,7.8,Fresh Food,4113,2015-07-19,2,15.6,7,Sunday
1,tropical fruit,7.8,Fresh Food,3002,2015-02-19,1,7.8,2,Thursday
1,tropical fruit,7.8,Fresh Food,1863,2015-02-11,3,23.4,2,Wednesday
1,tropical fruit,7.8,Fresh Food,4875,2015-10-03,2,15.6,10,Saturday
1,tropical fruit,7.8,Fresh Food,3134,2015-06-07,1,7.8,6,Sunday
1,tropical fruit,7.8,Fresh Food,4882,2015-10-31,1,7.8,10,Saturday
1,tropical fruit,7.8,Fresh Food,4122,2015-04-24,3,23.4,4,Friday
1,tropical fruit,7.8,Fresh Food,1566,2015-11-19,1,7.8,11,Thursday
1,tropical fruit,7.8,Fresh Food,3284,2015-01-28,1,7.8,1,Wednesday
1,tropical fruit,7.8,Fresh Food,2108,2015-08-11,3,23.4,8,Tuesday
1,tropical fruit,7.8,Fresh Food,4105,2015-05-29,1,7.8,5,Friday
1,tropical fruit,7.8,Fresh Food,2695,2015-07-04,3,23.4,7,Saturday
1,tropical fruit,7.8,Fresh Food,1264,2015-12-07,3,23.4,12,Monday
1,tropical fruit,7.8,Fresh Food,3835,2015-01-06,1,7.8,1,Tuesday
1,tropical fruit,7.8,Fresh Food,1872,2015-04-05,2,15.6,4,Sunday
1,tropical fruit,7.8,Fresh Food,2262,2015-10-04,2,15.6,10,Sunday
1,tropical fruit,7.8,Fresh Food,3144,2015-08-16,3,23.4,8,Sunday
1,tropical fruit,7.8,Fresh Food,4997,2015-12-27,2,15.6,12,Sunday
1,tropical fruit,7.8,Fresh Food,3685,2015-03-04,3,23.4,3,Wednesday
1,tropical fruit,7.8,Fresh Food,3794,2015-11-26,3,23.4,11,Thursday
1,tropical fruit,7.8,Fresh Food,2440,2015-03-02,3,23.4,3,Monday
1,tropical fruit,7.8,Fresh Food,2370,2015-08-28,2,15.6,8,Friday
1,tropical fruit,7.8,Fresh Food,1296,2015-08-20,3,23.4,8,Thursday
1,tropical fruit,7.8,Fresh Food,4220,2015-08-10,3,23.4,8,Monday
1,tropical fruit,7.8,Fresh Food,1291,2015-01-14,3,23.4,1,Wednesday
1,tropical fruit,7.8,Fresh Food,2985,2015-01-05,1,7.8,1,Monday
1,tropical fruit,7.8,Fresh Food,1097,2015-11-01,2,15.6,11,Sunday
1,tropical fruit,7.8,Fresh Food,3986,2015-07-25,3,23.4,7,Saturday
1,tropical fruit,7.8,Fresh Food,1993,2015-07-08,2,15.6,7,Wednesday
1,tropical fruit,7.8,Fresh Food,4427,2015-01-14,2,15.6,1,Wednesday
1,tropical fruit,7.8,Fresh Food,3656,2015-03-11,3,23.4,3,Wednesday
1,tropical fruit,7.8,Fresh Food,1218,2015-12-29,3,23.4,12,Tuesday
1,tropical fruit,7.8,Fresh Food,3460,2015-02-14,3,23.4,2,Saturday
1,tropical fruit,7.8,Fresh Food,4107,2015-11-15,3,23.4,11,Sunday
1,tropical fruit,7.8,Fresh Food,1040,2015-11-26,2,15.6,11,Thursday
1,tropical fruit,7.8,Fresh Food,3909,2015-02-09,1,7.8,2,Monday
1,tropical fruit,7.8,Fresh Food,1608,2015-11-10,1,7.8,11,Tuesday
1,tropical fruit,7.8,Fresh Food,2083,2015-11-07,1,7.8,11,Saturday
1,tropical fruit,7.8,Fresh Food,3937,2015-11-19,3,23.4,11,Thursday
1,tropical fruit,7.8,Fresh Food,1697,2015-02-23,3,23.4,2,Monday
1,tropical fruit,7.8,Fresh Food,1663,2015-11-11,3,23.4,11,Wednesday
1,tropical fruit,7.8,Fresh Food,4049,2015-08-01,3,23.4,8,Saturday
1,tropical fruit,7.8,Fresh Food,4038,2015-11-06,1,7.8,11,Friday
1,tropical fruit,7.8,Fresh Food,3207,2015-08-08,2,15.6,8,Saturday
1,tropical fruit,7.8,Fresh Food,3214,2015-01-14,3,23.4,1,Wednesday
1,tropical fruit,7.8,Fresh Food,2772,2015-03-18,2,15.6,3,Wednesday
1,tropical fruit,7.8,Fresh Food,2270,2015-02-04,3,23.4,2,Wednesday
1,tropical fruit,7.8,Fresh Food,2517,2015-12-12,1,7.8,12,Saturday
1,tropical fruit,7.8,Fresh Food,4749,2015-02-15,2,15.6,2,Sunday
1,tropical fruit,7.8,Fresh Food,3147,2015-12-24,2,15.6,12,Thursday
1,tropical fruit,7.8,Fresh Food,3183,2015-08-07,3,23.4,8,Friday
1,tropical fruit,7.8,Fresh Food,1821,2015-05-21,1,7.8,5,Thursday
1,tropical fruit,7.8,Fresh Food,4337,2015-10-26,2,15.6,10,Monday
1,tropical fruit,7.8,Fresh Food,2706,2015-10-03,1,7.8,10,Saturday
1,tropical fruit,7.8,Fresh Food,4007,2015-03-13,1,7.8,3,Friday
1,tropical fruit,7.8,Fresh Food,2108,2015-10-01,1,7.8,10,Thursday
1,tropical fruit,7.8,Fresh Food,1342,2015-01-07,3,23.4,1,Wednesday
1,tropical fruit,7.8,Fresh Food,1218,2015-08-20,2,15.6,8,Thursday
1,tropical fruit,7.8,Fresh Food,4238,2015-12-12,1,7.8,12,Saturday
1,tropical fruit,7.8,Fresh Food,1620,2015-03-22,3,23.4,3,Sunday
1,tropical fruit,7.8,Fresh Food,2480,2015-03-26,1,7.8,3,Thursday
1,tropical fruit,7.8,Fresh Food,2604,2015-09-20,2,15.6,9,Sunday
1,tropical fruit,7.8,Fresh Food,1930,2015-11-15,1,7.8,11,Sunday
1,tropical fruit,7.8,Fresh Food,3139,2015-04-21,1,7.8,4,Tuesday
1,tropical fruit,7.8,Fresh Food,3848,2015-11-18,1,7.8,11,Wednesday
1,tropical fruit,7.8,Fresh Food,2162,2015-06-19,3,23.4,6,Friday
1,tropical fruit,7.8,Fresh Food,3971,2015-06-17,2,15.6,6,Wednesday
1,tropical fruit,7.8,Fresh Food,1554,2015-05-21,1,7.8,5,Thursday
1,tropical fruit,7.8,Fresh Food,4999,2015-01-24,2,15.6,1,Saturday
1,tropical fruit,7.8,Fresh Food,4804,2015-12-27,1,7.8,12,Sunday
1,tropical fruit,7.8,Fresh Food,2565,2015-04-29,1,7.8,4,Wednesday
1,tropical fruit,7.8,Fresh Food,1783,2015-03-18,2,15.6,3,Wednesday
1,tropical fruit,7.8,Fresh Food,1396,2015-07-22,1,7.8,7,Wednesday
1,tropical fruit,7.8,Fresh Food,4633,2015-04-26,1,7.8,4,Sunday
1,tropical fruit,7.8,Fresh Food,4821,2015-11-28,2,15.6,11,Saturday
1,tropical fruit,7.8,Fresh Food,1599,2015-05-29,1,7.8,5,Friday
1,tropical fruit,7.8,Fresh Food,2933,2015-04-06,1,7.8,4,Monday
1,tropical fruit,7.8,Fresh Food,1139,2015-01-19,3,23.4,1,Monday
1,tropical fruit,7.8,Fresh Food,2273,2015-10-21,1,7.8,10,Wednesday
1,tropical fruit,7.8,Fresh Food,2885,2015-03-22,3,23.4,3,Sunday
1,tropical fruit,7.8,Fresh Food,1887,2015-02-03,1,7.8,2,Tuesday
1,tropical fruit,7.8,Fresh Food,4645,2015-12-06,1,7.8,12,Sunday
1,tropical fruit,7.8,Fresh Food,4717,2015-04-10,3,23.4,4,Friday
1,tropical fruit,7.8,Fresh Food,4302,2015-08-03,2,15.6,8,Monday
1,tropical fruit,7.8,Fresh Food,1656,2015-07-07,1,7.8,7,Tuesday
1,tropical fruit,7.8,Fresh Food,3201,2015-11-27,3,23.4,11,Friday
1,tropical fruit,7.8,Fresh Food,4695,2015-10-13,1,7.8,10,Tuesday
1,tropical fruit,7.8,Fresh Food,2415,2015-04-29,1,7.8,4,Wednesday
1,tropical fruit,7.8,Fresh Food,1943,2015-09-30,2,15.6,9,Wednesday
1,tropical fruit,7.8,Fresh Food,4107,2015-02-05,2,15.6,2,Thursday
1,tropical fruit,7.8,Fresh Food,2087,2015-04-09,1,7.8,4,Thursday
1,tropical fruit,7.8,Fresh Food,3474,2015-04-07,1,7.8,4,Tuesday
1,tropical fruit,7.8,Fresh Food,2887,2015-01-17,1,7.8,1,Saturday
1,tropical fruit,7.8,Fresh Food,1551,2015-06-11,1,7.8,6,Thursday
1,tropical fruit,7.8,Fresh Food,4326,2015-05-02,2,15.6,5,Saturday
1,tropical fruit,7.8,Fresh Food,3463,2015-09-24,3,23.4,9,Thursday
1,tropical fruit,7.8,Fresh Food,2528,2015-10-19,3,23.4,10,Monday
1,tropical fruit,7.8,Fresh Food,1959,2015-05-15,3,23.4,5,Friday
1,tropical fruit,7.8,Fresh Food,4406,2015-05-27,3,23.4,5,Wednesday
1,tropical fruit,7.8,Fresh Food,2202,2015-05-28,1,7.8,5,Thursday
1,tropical fruit,7.8,Fresh Food,4529,2015-05-10,2,15.6,5,Sunday
1,tropical fruit,7.8,Fresh Food,2902,2015-06-12,2,15.6,6,Friday
1,tropical fruit,7.8,Fresh Food,1631,2015-08-14,1,7.8,8,Friday
1,tropical fruit,7.8,Fresh Food,2876,2015-09-19,2,15.6,9,Saturday
1,tropical fruit,7.8,Fresh Food,4848,2015-07-07,1,7.8,7,Tuesday
1,tropical fruit,7.8,Fresh Food,3133,2015-12-01,1,7.8,12,Tuesday
1,tropical fruit,7.8,Fresh Food,1918,2015-09-29,2,15.6,9,Tuesday
1,tropical fruit,7.8,Fresh Food,1309,2015-04-01,2,15.6,4,Wednesday
1,tropical fruit,7.8,Fresh Food,3416,2015-02-07,3,23.4,2,Saturday
1,tropical fruit,7.8,Fresh Food,1009,2015-05-14,2,15.6,5,Thursday
1,tropical fruit,7.8,Fresh Food,1782,2015-09-13,3,23.4,9,Sunday
1,tropical fruit,7.8,Fresh Food,1094,2015-05-16,3,23.4,5,Saturday
1,tropical fruit,7.8,Fresh Food,4895,2015-06-01,1,7.8,6,Monday
1,tropical fruit,7.8,Fresh Food,1910,2015-09-25,3,23.4,9,Friday
1,tropical fruit,7.8,Fresh Food,3727,2015-05-19,3,23.4,5,Tuesday
1,tropical fruit,7.8,Fresh Food,2484,2015-08-12,2,15.6,8,Wednesday
1,tropical fruit,7.8,Fresh Food,2195,2015-07-10,2,15.6,7,Friday
1,tropical fruit,7.8,Fresh Food,2220,2015-01-07,2,15.6,1,Wednesday
1,tropical fruit,7.8,Fresh Food,1604,2015-11-11,1,7.8,11,Wednesday
1,tropical fruit,7.8,Fresh Food,3581,2015-04-12,2,15.6,4,Sunday
1,tropical fruit,7.8,Fresh Food,1208,2015-12-16,3,23.4,12,Wednesday
1,tropical fruit,7.8,Fresh Food,4328,2015-08-29,1,7.8,8,Saturday
1,tropical fruit,7.8,Fresh Food,4426,2015-05-18,1,7.8,5,Monday
1,tropical fruit,7.8,Fresh Food,2413,2015-10-25,3,23.4,10,Sunday
1,tropical fruit,7.8,Fresh Food,3590,2015-01-09,2,15.6,1,Friday
1,tropical fruit,7.8,Fresh Food,2789,2015-06-01,3,23.4,6,Monday
1,tropical fruit,7.8,Fresh Food,4236,2015-10-13,1,7.8,10,Tuesday
